,winner,method,weightclass,red_slpm,red_str_acc,red_sapm,red_str_def,red_td_avg,red_td_acc,red_td_def,red_sub_avg,blue_slpm,blue_str_acc,blue_sapm,blue_str_def,blue_td_avg,blue_td_acc,blue_td_def,blue_sub_avg,red_fighter_elo,blue_fighter_elo
449,0,1,3,4.19,0.46,3.2,0.58,2.04,0.46,0.77,0.8,2.99,0.6,2.69,0.46,2.73,0.44,0.45,1.6,1523.093646296324,1558.49687088119
450,0,6,0,3.54,0.38,3.93,0.57,0.55,0.42,0.72,0.2,3.16,0.44,2.65,0.67,0.92,0.2,0.81,0.0,1501.5175475335734,1556.2641005040366
451,0,6,2,3.12,0.42,4.3,0.58,1.11,0.26,0.8,0.0,4.94,0.39,5.04,0.44,0.0,0.0,0.53,0.0,1484.819845363838,1487.2042853428222
452,1,5,0,2.7,0.5,3.75,0.51,4.8,0.46,0.42,1.1,5.35,0.53,3.64,0.56,1.1,0.5,0.64,0.6,1531.3746866844397,1483.771450395221
453,1,6,3,2.32,0.54,1.76,0.53,4.13,0.42,0.66,1.4,2.27,0.57,1.61,0.53,0.69,0.6,0.41,0.7,1545.4668221337608,1470.0989779926351
454,0,4,8,3.57,0.42,6.38,0.53,0.34,0.11,0.71,0.0,4.72,0.45,4.48,0.51,2.04,0.29,0.5,0.0,1466.9501056954089,1502.7052306894086
455,0,6,3,1.67,0.5,4.7,0.43,2.36,0.33,0.0,3.5,3.14,0.5,3.88,0.42,0.68,0.75,0.8,0.7,1467.7484553952434,1536.7731370291035
456,0,4,11,11.18,0.53,10.01,0.53,0.95,0.25,0.7,0.0,3.46,0.46,5.5,0.49,0.56,0.18,0.6,0.3,1499.3343953006606,1502.81359346107
457,0,5,2,2.73,0.5,2.65,0.41,2.21,0.8,0.66,0.6,1.68,0.33,5.72,0.31,1.68,0.16,0.33,8.4,1483.305350342781,1486.9478665519562
458,1,5,2,3.86,0.49,2.72,0.52,1.95,0.34,0.54,1.2,1.95,0.45,2.64,0.5,3.3,0.35,0.28,0.2,1549.6497805175252,1495.1016233077162
459,1,6,12,4.24,0.51,2.13,0.54,1.6,0.72,0.35,0.0,5.62,0.55,5.37,0.56,0.87,0.8,0.58,0.4,1513.7462556625535,1487.903914454218
460,0,1,7,4.6,0.5,4.49,0.56,0.46,0.44,0.64,0.0,4.45,0.55,3.26,0.58,0.85,0.32,0.78,1.1,1559.6701275228363,1619.262212931426
461,1,1,5,5.58,0.54,3.54,0.5,0.31,0.28,0.82,0.3,5.33,0.47,4.05,0.57,0.33,0.25,0.62,0.0,1570.9962089223363,1530.1798568786996
462,1,5,0,1.51,0.44,1.37,0.5,4.01,0.41,0.0,1.1,4.73,0.4,3.72,0.52,0.91,0.2,0.44,0.4,1556.8168932860194,1481.208340905868
463,1,1,7,3.54,0.49,3.54,0.49,1.14,0.23,0.53,0.8,3.47,0.44,3.29,0.46,2.31,0.41,0.46,1.1,1529.4215774800712,1478.811125156776
464,0,1,7,5.06,0.45,5.35,0.5,0.0,0.0,0.54,2.6,4.94,0.58,3.45,0.42,3.5,0.55,0.33,2.1,1463.3651630312345,1499.2367219242874
465,0,6,8,4.09,0.49,5.92,0.46,0.36,0.22,0.54,2.0,5.0,0.53,3.88,0.48,1.47,0.56,0.37,0.0,1482.4356655028812,1515.470410904809
466,0,6,6,2.5,0.41,4.12,0.53,1.34,0.35,0.53,1.2,3.81,0.54,3.22,0.54,1.7,0.51,0.91,0.0,1539.8682375440349,1576.9691675006052
467,0,1,8,3.38,0.53,3.03,0.56,0.59,0.12,1.0,0.0,3.6,0.54,4.79,0.48,0.25,1.0,0.83,0.0,1528.6232274508784,1553.8906618243948
468,1,6,0,4.84,0.52,4.73,0.5,1.88,0.34,0.61,0.0,2.02,0.34,4.62,0.39,0.0,0.0,0.0,0.0,1494.3284041016998,1468.7067971128013
469,0,4,11,4.62,0.45,3.91,0.61,1.65,0.52,0.53,0.6,2.9,0.37,3.39,0.45,1.85,0.33,0.68,0.8,1443.9654798633048,1511.5525859521326
470,0,6,0,4.42,0.5,4.94,0.53,1.68,0.37,0.73,0.1,5.11,0.53,3.88,0.61,0.99,0.46,0.84,0.0,1517.9727483215058,1549.4770357695893
471,0,4,12,2.6,0.49,2.45,0.53,4.37,0.35,1.0,0.4,4.55,0.5,3.11,0.51,0.72,0.25,0.67,0.9,1498.525899646239,1532.831688784944
472,0,6,0,4.32,0.46,3.91,0.6,2.17,0.37,0.76,0.0,4.59,0.48,2.61,0.62,0.27,0.33,0.77,0.3,1512.5795979822444,1558.5970296504345
473,0,4,12,4.36,0.43,5.2,0.61,0.33,0.12,0.88,0.0,5.61,0.48,5.82,0.46,0.0,0.0,1.0,0.0,1468.736306793522,1498.5613492773118
474,1,5,6,2.63,0.58,1.55,0.61,3.2,0.53,0.9,1.1,5.3,0.5,4.33,0.52,1.24,0.36,0.64,1.3,1702.4490952766923,1654.7927553436607
475,1,4,7,5.95,0.42,4.57,0.6,0.73,0.64,0.76,0.2,6.22,0.58,6.56,0.49,0.36,0.75,0.8,0.0,1580.934898476733,1552.1713608539749
476,1,5,7,4.19,0.5,3.1,0.5,0.77,0.37,0.54,0.6,5.27,0.51,4.51,0.59,1.05,0.43,0.48,0.0,1538.6169600404626,1517.3361163038724
477,1,6,8,5.21,0.42,5.58,0.48,1.04,0.29,0.52,0.7,5.03,0.4,4.78,0.56,0.33,0.24,0.47,0.3,1507.188848681324,1543.0471208288675
478,1,6,8,4.47,0.47,3.26,0.54,0.79,0.39,0.73,0.6,4.26,0.41,3.52,0.56,0.75,0.2,0.68,0.5,1613.794709074178,1576.3681588297995
479,0,4,7,4.16,0.58,2.32,0.48,0.0,0.0,0.6,0.3,4.96,0.5,4.86,0.55,1.17,0.42,0.87,0.0,1530.226792433548,1551.2419807081578
480,1,5,4,2.62,0.65,0.89,0.41,6.58,0.6,0.6,2.4,3.78,0.51,2.13,0.54,4.49,0.55,0.28,0.9,1597.782089080619,1554.9305116286073
481,1,6,6,3.2,0.52,2.11,0.44,3.87,0.4,0.57,1.1,1.97,0.53,1.85,0.5,2.06,0.48,0.14,1.4,1634.6140728461553,1511.2679066709911
482,0,6,8,3.65,0.49,4.34,0.55,0.7,0.36,0.56,0.3,3.45,0.43,2.63,0.61,1.46,0.41,0.67,0.6,1519.899117490762,1584.9571285330112
483,0,6,8,3.5,0.49,4.72,0.49,1.15,0.32,0.37,1.6,3.71,0.38,5.68,0.41,2.21,0.24,0.5,0.0,1471.39246604629,1489.0856806396364
484,1,6,9,3.1,0.54,1.79,0.55,4.68,0.46,0.66,0.2,4.62,0.53,3.2,0.49,1.31,0.41,0.61,0.6,1562.188388855622,1528.0023347465126
485,0,4,3,1.62,0.33,3.2,0.55,3.54,0.37,0.5,0.0,4.06,0.6,2.49,0.57,1.36,0.75,0.75,1.1,1468.0849342287408,1559.7659422907086
486,0,6,2,4.11,0.44,4.65,0.56,0.45,0.5,0.72,0.1,4.53,0.54,2.48,0.61,1.45,0.54,0.52,0.5,1564.933478484343,1624.568148065059
487,1,1,8,5.36,0.38,5.19,0.43,0.0,0.0,0.6,0.0,3.79,0.43,3.46,0.54,1.46,0.22,0.55,0.6,1534.806627004853,1515.4102704912386
488,1,6,8,3.15,0.61,1.09,0.56,4.81,0.65,0.82,0.6,2.26,0.44,4.04,0.43,1.51,0.35,0.44,1.5,1531.9158252887826,1499.711914538275
489,1,1,0,6.23,0.41,5.75,0.54,0.0,0.0,0.81,0.0,5.48,0.43,6.5,0.48,0.36,0.11,0.86,0.0,1539.3843362067091,1456.0515988316106
490,0,5,12,3.42,0.4,4.03,0.61,1.8,0.33,0.69,0.2,5.47,0.5,4.92,0.61,0.81,0.32,0.75,0.1,1494.5109219738624,1502.2134381928113
491,0,1,6,7.94,0.51,7.66,0.53,0.7,0.33,0.8,0.0,5.82,0.45,4.85,0.46,0.41,0.12,0.66,1.6,1468.5980949221496,1529.3964848799685
492,1,5,5,4.81,0.59,1.71,0.73,3.21,0.4,1.0,0.8,2.51,0.38,4.99,0.48,2.65,0.4,0.33,0.0,1530.022727789246,1468.736306793522
493,0,1,9,2.91,0.53,4.46,0.49,0.0,0.0,0.35,0.7,3.78,0.49,2.84,0.54,1.47,0.28,0.63,0.5,1466.7627124880278,1517.066281410993
494,1,6,7,3.21,0.48,3.68,0.56,2.65,0.57,1.0,0.2,3.04,0.48,3.95,0.5,1.22,0.5,0.62,0.8,1540.61692350289,1483.461740465525
495,0,0,12,3.4,0.48,2.63,0.57,4.06,0.51,0.66,0.0,2.87,0.39,4.74,0.45,1.37,0.55,0.14,0.3,1515.7310636788905,1515.880304416274
496,1,6,0,2.82,0.32,5.12,0.57,1.74,0.43,0.75,0.0,4.58,0.57,2.29,0.53,0.6,0.22,0.53,0.6,1514.825905678858,1470.2036470800108
497,1,4,12,3.49,0.41,5.23,0.41,0.36,0.11,0.25,0.5,7.45,0.52,7.84,0.57,0.2,0.14,0.94,0.0,1510.7960016031434,1495.899055820733
498,1,1,4,2.48,0.5,2.48,0.4,0.57,0.26,0.52,0.0,3.71,0.47,4.34,0.44,1.02,0.37,0.6,0.5,1591.4180365274085,1530.8895989232
499,1,6,8,4.22,0.37,3.13,0.59,1.78,0.45,0.73,0.1,2.75,0.44,3.78,0.5,0.6,1.0,0.0,0.0,1615.7848677994089,1518.3832519210528
500,0,1,5,4.0,0.55,3.92,0.49,0.56,0.31,0.78,0.2,6.77,0.55,4.21,0.51,0.58,0.6,0.85,0.2,1557.751667013635,1608.0337571365312
501,1,1,6,4.82,0.4,3.46,0.55,0.86,0.3,0.57,0.6,4.7,0.48,4.13,0.54,3.84,0.75,0.45,0.8,1564.4357164027174,1531.720440288616
502,0,6,2,4.21,0.49,3.09,0.62,0.54,0.68,0.64,0.7,5.57,0.46,4.18,0.58,0.58,0.55,0.84,0.3,1538.8476555456923,1582.370308266359
503,1,6,4,5.76,0.49,3.47,0.55,0.49,0.5,0.66,0.2,2.11,0.59,2.54,0.46,0.0,0.0,0.5,0.0,1571.067988040312,1482.3098229443408
504,1,5,6,4.53,0.51,2.96,0.38,2.59,0.34,0.55,2.2,5.25,0.54,4.77,0.57,0.0,0.0,0.43,0.1,1571.018861657522,1484.8862901058085
505,0,1,6,5.91,0.56,2.59,0.47,3.23,0.36,0.77,1.4,8.08,0.43,5.92,0.55,0.48,0.66,0.63,0.2,1525.5913888685284,1520.4716660368108
506,1,4,12,4.18,0.36,5.29,0.57,2.74,0.37,0.81,0.1,4.82,0.47,3.53,0.61,0.57,0.14,0.63,0.1,1546.5277247862248,1505.351031357231
507,0,6,8,8.56,0.46,5.71,0.59,2.01,0.17,1.0,0.0,6.43,0.44,5.61,0.56,0.44,0.33,0.85,0.9,1499.2995664193415,1532.6410948837463
508,1,6,3,4.74,0.49,3.62,0.57,0.5,0.2,0.67,0.4,3.8,0.43,4.16,0.61,0.33,0.11,0.54,1.1,1531.3267815666418,1483.7658946332228
509,0,6,11,3.96,0.47,4.32,0.61,0.75,0.26,0.67,0.0,3.12,0.45,3.48,0.49,0.93,0.41,0.55,0.3,1547.6707075322788,1531.261262113546
510,1,6,3,4.41,0.5,3.92,0.5,2.74,0.47,0.68,0.9,4.45,0.46,4.03,0.52,0.84,0.26,0.63,0.3,1638.556299949112,1505.2794401256392
511,1,6,0,3.62,0.46,3.72,0.6,0.49,0.53,0.92,0.1,4.44,0.49,4.09,0.56,0.38,0.35,0.68,0.1,1588.1049264531148,1549.1337310958509
512,1,5,5,3.19,0.49,5.04,0.44,0.44,0.22,0.5,0.6,2.83,0.45,2.71,0.47,3.24,0.57,0.71,0.6,1519.6614390510654,1526.2261133067311
513,1,5,7,4.5,0.52,4.33,0.51,1.14,0.52,0.76,0.7,4.44,0.5,4.96,0.5,0.73,0.18,0.66,0.0,1570.7923723433737,1449.1494525855444
514,0,1,7,2.52,0.44,3.03,0.43,1.52,0.2,0.37,1.4,3.61,0.6,2.34,0.62,1.56,0.6,0.76,0.5,1506.6578688294785,1605.8412444678656
515,0,1,2,3.6,0.58,2.31,0.56,3.22,0.39,0.74,0.6,2.48,0.5,2.49,0.42,2.49,0.68,0.56,1.0,1535.489019949926,1534.5465226110744
516,0,6,12,5.54,0.43,5.51,0.57,0.31,0.22,0.74,0.2,2.94,0.44,2.53,0.65,2.15,0.6,0.54,0.2,1503.7591344820742,1520.6419655971138
517,0,6,6,3.99,0.47,5.3,0.48,1.23,0.23,0.76,0.0,3.42,0.48,3.39,0.49,5.36,0.43,0.4,0.4,1502.0445996694443,1534.214978462951
518,0,6,6,3.66,0.43,4.53,0.53,0.39,0.5,0.69,0.8,4.33,0.55,3.54,0.5,1.65,0.27,0.69,0.0,1511.5036323514917,1574.2985638945656
519,1,1,6,4.54,0.58,4.59,0.61,0.0,0.0,1.0,0.0,4.39,0.46,4.53,0.53,2.31,0.34,0.78,0.1,1532.7552789205097,1489.6261192310606
520,1,6,11,2.35,0.5,2.73,0.67,1.93,0.33,0.42,2.3,7.38,0.42,6.09,0.48,0.67,0.66,0.82,0.0,1515.2583451880105,1500.736306793522
521,1,6,6,5.73,0.55,3.1,0.7,0.96,0.33,0.76,0.0,3.78,0.46,3.17,0.54,2.5,0.51,0.31,0.2,1504.6323792851622,1523.6487891733452
522,1,1,3,4.14,0.47,3.5,0.57,0.27,0.12,0.9,0.0,5.1,0.44,5.99,0.51,0.0,0.0,0.65,0.0,1503.2399563933973,1487.4803139706023
523,0,1,3,3.31,0.51,2.98,0.65,1.22,0.43,0.9,0.8,4.19,0.46,3.2,0.58,2.04,0.46,0.77,0.8,1533.7661675281,1523.093646296324
524,0,1,5,3.2,0.39,4.21,0.43,1.17,0.31,0.52,1.5,3.96,0.55,3.22,0.43,0.0,0.0,0.57,1.2,1554.636324083844,1534.389700925174
525,0,6,11,4.04,0.41,3.87,0.53,0.52,0.55,0.68,0.3,3.04,0.38,3.14,0.47,2.79,0.5,0.0,1.9,1517.9052481600577,1545.5714160017324
526,0,1,4,2.98,0.5,2.41,0.4,1.7,0.28,0.5,0.0,3.36,0.53,2.96,0.49,0.0,0.0,0.69,0.0,1470.8767087029798,1517.9455719362977
527,0,6,2,5.12,0.54,3.32,0.54,5.02,0.5,0.55,0.8,5.24,0.5,4.73,0.52,1.08,0.3,0.52,0.5,1514.5451354878203,1552.2937101808432
528,0,1,8,5.04,0.49,3.65,0.6,1.14,0.4,0.64,0.2,5.49,0.6,3.46,0.56,0.37,0.5,0.55,0.0,1495.9658616200452,1514.0298780136045
529,0,1,0,1.71,0.38,2.08,0.5,2.73,0.3,0.29,1.8,7.17,0.53,5.19,0.48,1.04,0.42,0.81,0.3,1568.5839416657377,1535.7459563755815
530,1,6,6,3.87,0.43,3.82,0.56,1.59,0.31,0.68,0.1,4.0,0.39,4.93,0.52,0.5,0.12,0.57,0.0,1461.472888765053,1467.5144063254118
531,1,6,4,3.22,0.43,3.61,0.46,0.59,0.38,0.46,0.0,5.82,0.53,2.87,0.63,0.0,0.0,0.82,0.0,1484.736306793522,1469.5818548819416
532,0,6,12,1.47,0.41,5.08,0.31,1.9,0.33,0.25,0.4,4.92,0.59,4.46,0.51,0.43,0.25,0.64,0.4,1468.03371592955,1500.406482234225
533,0,5,6,5.57,0.41,4.12,0.57,0.0,0.0,0.54,0.0,4.13,0.51,3.68,0.57,1.56,0.3,1.0,0.5,1468.0121698572848,1544.9300984815802
534,1,5,11,1.91,0.41,2.05,0.56,2.12,0.38,0.61,0.8,1.99,0.42,3.95,0.36,3.6,0.58,0.25,0.5,1467.1067503656484,1453.07220641011
535,0,4,6,5.26,0.41,4.49,0.63,0.22,0.5,0.55,0.9,3.86,0.29,5.64,0.53,0.0,0.0,0.45,0.0,1505.9696739893736,1483.9642194479616
536,1,1,5,5.0,0.62,3.5,0.53,0.11,0.5,0.78,0.2,7.05,0.53,4.02,0.45,0.0,0.0,0.73,0.0,1622.4681166367814,1562.2800205871192
537,1,6,12,5.15,0.53,2.77,0.54,2.24,0.45,0.74,0.5,4.69,0.45,3.23,0.6,0.84,0.73,0.64,0.0,1587.0327392646368,1564.907320860774
538,0,1,6,6.59,0.58,7.18,0.51,0.1,0.14,0.68,0.0,7.16,0.47,4.76,0.59,0.25,0.53,0.83,0.3,1601.7683209537274,1613.2579434950776
539,0,4,6,3.4,0.55,3.21,0.49,2.25,0.4,0.56,2.7,3.79,0.48,1.84,0.53,3.25,0.37,0.75,0.0,1662.2118871650696,1609.4452247502495
540,1,5,7,2.36,0.59,2.11,0.58,3.34,0.53,1.0,2.9,2.14,0.54,2.98,0.42,2.15,0.47,0.68,0.9,1543.159257656112,1504.664081485742
541,1,1,5,5.74,0.55,5.7,0.43,0.6,0.6,0.68,0.2,4.16,0.5,2.91,0.51,0.66,0.23,0.85,0.1,1563.0541299381066,1535.8506838371843
542,0,6,2,4.6,0.38,6.62,0.53,0.36,0.29,0.77,0.1,4.41,0.52,2.21,0.58,2.51,0.29,0.42,0.7,1517.0001397858318,1603.957524909453
543,0,5,9,3.13,0.4,2.92,0.55,0.87,0.3,0.76,0.1,4.87,0.64,1.19,0.64,2.75,0.3,1.0,0.7,1534.8552148826304,1536.8781630731023
544,0,1,2,5.66,0.49,4.51,0.53,0.28,0.2,0.62,0.4,3.7,0.47,4.76,0.46,0.35,0.4,0.67,1.9,1545.1623134585886,1549.0881705136153
545,0,1,6,5.53,0.48,4.55,0.41,0.77,0.55,0.75,1.1,4.36,0.48,3.55,0.6,1.82,0.44,0.71,0.6,1509.0910982842145,1605.903791722511
546,1,4,12,6.44,0.5,5.51,0.54,2.23,0.54,0.72,0.3,4.51,0.46,3.01,0.55,0.27,0.5,0.61,0.3,1582.8522862608631,1500.8330435391242
547,1,6,6,6.4,0.52,3.72,0.62,1.22,0.39,0.74,0.3,2.92,0.42,3.44,0.56,1.5,0.45,0.48,1.7,1510.2946159603723,1520.3198057240038
548,1,5,0,2.82,0.54,3.64,0.49,1.69,0.35,0.58,1.4,2.98,0.4,3.76,0.6,1.03,0.34,0.8,0.0,1620.9765515940398,1556.7059657622976
549,1,4,7,3.55,0.53,3.67,0.45,1.53,0.38,0.56,1.3,6.16,0.51,6.43,0.53,0.0,0.0,0.82,0.0,1606.2860231859024,1520.781946548411
550,0,4,2,4.38,0.4,4.62,0.57,1.24,0.36,0.71,0.1,2.96,0.42,3.47,0.49,2.3,0.32,0.37,1.2,1480.0757168336795,1517.4637766077649
551,0,4,2,3.46,0.49,4.15,0.51,1.91,0.5,0.83,0.4,4.95,0.56,3.07,0.51,2.85,0.39,0.73,0.2,1503.3180904205442,1578.332892724481
552,1,1,6,7.09,0.47,4.36,0.57,0.0,0.0,0.85,0.5,3.03,0.41,3.21,0.5,2.84,0.36,0.52,0.4,1550.8726576621975,1461.7142230092231
553,0,6,6,4.39,0.53,3.88,0.43,1.45,0.5,0.52,0.0,5.55,0.54,3.73,0.55,2.95,0.4,0.71,0.0,1482.151834288508,1531.2738007001096
554,0,6,8,4.6,0.37,3.59,0.61,1.87,0.25,0.69,0.5,5.03,0.4,4.78,0.56,0.33,0.24,0.47,0.3,1484.5025061957706,1543.0471208288675
555,0,6,4,1.79,0.51,3.02,0.42,4.95,0.7,0.0,1.4,5.02,0.5,3.68,0.54,0.43,0.33,0.36,0.4,1514.3318781372911,1447.7808312657585
556,1,6,9,3.86,0.5,2.16,0.65,1.72,0.56,0.72,0.0,2.57,0.46,2.0,0.65,0.0,0.0,0.65,0.4,1535.6312641304849,1533.7531309908725
557,0,6,0,3.21,0.48,3.39,0.5,2.73,0.25,0.66,0.0,3.27,0.44,2.95,0.56,0.81,0.33,0.73,1.2,1469.7186528456157,1516.0
558,0,5,0,2.48,0.43,3.44,0.5,4.36,0.35,0.55,1.4,5.18,0.41,5.4,0.45,2.73,0.47,0.57,0.3,1470.1734590393069,1531.7954433969476
559,0,1,7,1.06,0.38,1.8,0.42,1.93,0.38,0.76,0.4,4.16,0.58,2.32,0.48,0.0,0.0,0.6,0.3,1457.0462530447223,1530.226792433548
560,0,1,9,3.43,0.56,3.26,0.49,1.53,0.37,0.85,0.0,3.07,0.54,1.91,0.62,0.33,0.11,0.5,0.3,1516.7346990608764,1531.6519328027953
561,0,6,11,5.24,0.44,4.21,0.59,1.86,0.31,0.8,0.8,6.26,0.41,3.77,0.68,1.17,0.42,0.93,0.0,1595.2459629041866,1611.0934290528212
562,0,1,8,5.05,0.51,5.22,0.52,0.99,0.53,0.62,0.7,4.22,0.37,3.13,0.59,1.78,0.45,0.73,0.1,1616.2028205777356,1615.7848677994089
563,1,6,7,3.11,0.45,3.37,0.51,3.27,0.42,0.72,0.8,3.85,0.47,5.28,0.41,0.78,0.23,0.74,0.0,1572.6081070369205,1464.9771711527944
564,1,1,7,2.75,0.44,3.78,0.5,0.6,1.0,0.0,0.0,2.1,0.45,2.5,0.55,1.25,0.35,0.4,0.2,1547.2283440026106,1496.2309897115013
565,0,1,2,5.88,0.51,4.38,0.47,1.03,0.5,0.55,0.1,3.51,0.45,4.72,0.51,1.06,0.2,0.73,0.6,1501.8367854453454,1508.5696091247737
566,1,4,8,4.72,0.62,2.64,0.57,0.0,0.0,0.75,0.2,5.16,0.44,7.92,0.46,0.0,0.0,0.41,0.0,1533.5444874460468,1460.4051482813063
567,1,1,2,5.59,0.46,5.77,0.52,0.85,0.41,0.74,0.8,5.45,0.49,4.07,0.56,1.74,0.4,0.8,0.2,1518.558814432448,1503.8259889777564
568,1,6,12,1.97,0.38,2.55,0.57,2.37,0.33,0.73,1.8,4.28,0.48,3.87,0.61,3.12,0.47,0.81,0.9,1566.166668821129,1556.823887400686
569,1,1,2,4.36,0.36,3.05,0.68,0.46,0.28,0.96,0.3,1.86,0.36,5.17,0.41,2.94,0.34,0.66,1.8,1526.6412391777942,1454.1967411369942
570,1,1,2,4.21,0.43,4.82,0.48,0.63,0.27,0.75,0.2,5.08,0.43,6.25,0.56,3.46,0.55,0.5,0.7,1487.4424764654705,1467.4244386185262
571,1,1,5,7.84,0.5,4.43,0.63,0.0,0.0,0.83,0.0,2.45,0.42,3.42,0.54,4.98,0.41,0.16,0.0,1511.3709808875783,1441.607266096879
572,0,1,7,2.89,0.5,2.65,0.5,3.38,0.54,0.85,1.5,3.86,0.56,2.48,0.52,6.62,0.42,0.2,0.4,1581.044228521309,1520.0152653281978
573,0,6,0,9.5,0.39,11.47,0.41,0.0,0.0,0.28,0.0,4.73,0.42,5.2,0.52,3.0,0.34,0.87,0.0,1483.3279434034591,1502.6412067597273
574,0,6,11,4.29,0.39,3.24,0.6,2.06,0.53,0.83,0.6,3.71,0.42,3.48,0.63,1.46,0.5,0.61,0.4,1532.6595944646558,1581.9179196884306
575,1,6,4,2.68,0.48,2.15,0.55,4.2,0.48,1.0,0.2,4.05,0.54,5.11,0.47,0.0,0.0,0.53,0.0,1525.5462059609752,1486.227121575436
576,1,1,7,3.78,0.5,3.85,0.47,1.97,0.38,0.65,0.5,4.29,0.46,5.31,0.46,1.67,0.75,0.65,0.3,1526.7103002423,1471.5224369010589
577,1,1,0,6.73,0.55,3.75,0.44,0.32,0.33,0.75,0.3,5.3,0.46,4.14,0.51,0.89,0.28,0.47,0.7,1529.1713006018294,1495.8840948669128
578,0,5,2,7.44,0.54,5.83,0.42,1.47,0.24,0.61,1.0,3.07,0.5,1.8,0.66,2.09,0.3,0.59,1.3,1501.671667642654,1548.9881160930695
579,1,5,2,6.07,0.4,5.74,0.52,0.0,0.0,1.0,0.6,6.03,0.57,8.2,0.52,0.0,0.0,0.66,0.0,1501.9185943572656,1483.9316227337526
580,0,6,6,4.65,0.45,4.3,0.49,0.66,0.33,0.39,0.8,3.2,0.5,3.49,0.55,1.89,0.32,1.0,0.7,1452.244975719877,1515.170689265617
581,0,5,2,2.97,0.36,4.06,0.54,2.57,0.57,0.7,0.7,6.4,0.49,6.21,0.48,1.63,0.48,0.63,0.8,1517.350253208482,1532.1560413294717
582,1,6,0,3.16,0.44,2.65,0.67,0.92,0.2,0.81,0.0,3.61,0.45,3.18,0.57,2.13,0.37,0.69,0.6,1556.2641005040366,1463.367465454324
583,1,6,2,3.29,0.44,3.29,0.61,0.0,0.0,0.33,0.3,7.15,0.4,7.36,0.6,0.28,1.0,0.84,0.0,1470.1219530510448,1482.529887051283
584,0,6,9,3.13,0.28,3.9,0.54,3.0,0.54,1.0,0.0,3.29,0.38,1.7,0.79,0.8,1.0,0.5,0.0,1499.9046444755984,1501.4309549487284
585,0,0,3,7.17,0.52,4.33,0.47,9.69,0.71,0.5,0.0,4.06,0.6,2.49,0.57,1.36,0.75,0.75,1.1,1484.0,1559.7659422907086
586,0,6,4,3.41,0.36,4.41,0.5,0.69,0.17,0.6,0.0,4.7,0.5,4.13,0.58,1.38,0.46,0.5,0.2,1509.3150401908497,1545.8713274586808
587,0,5,4,3.77,0.46,5.18,0.44,0.0,0.0,0.57,0.0,3.6,0.48,3.31,0.55,1.39,0.33,0.75,0.1,1503.8776482234612,1593.088572895982
588,1,4,5,3.03,0.47,3.33,0.47,1.09,0.36,0.67,0.5,5.37,0.46,4.89,0.51,0.56,0.45,0.81,0.2,1539.5596550818386,1511.631405888981
589,1,4,2,3.63,0.5,2.66,0.54,1.84,0.46,0.69,1.2,3.37,0.64,1.82,0.41,5.15,0.52,0.0,2.1,1488.0971821234732,1513.8911565019307
590,0,5,9,4.88,0.49,4.09,0.51,0.41,0.33,0.65,0.1,3.77,0.46,2.79,0.44,2.37,0.38,0.7,0.4,1492.5740062717691,1583.7466325632215
591,1,5,7,3.05,0.45,3.43,0.53,1.86,0.31,0.42,1.4,5.35,0.48,4.59,0.44,0.13,0.22,0.5,0.3,1508.7963793913166,1480.2430307830616
592,0,5,6,3.7,0.52,3.19,0.58,5.03,0.58,0.41,0.5,4.68,0.52,5.19,0.54,2.48,0.44,0.57,0.5,1497.561695980426,1505.490889141611
593,0,6,9,5.65,0.43,5.76,0.51,0.0,0.0,0.58,0.0,3.55,0.45,4.44,0.4,0.87,0.6,0.28,0.0,1469.754333358214,1490.2473664787856
594,1,5,3,2.36,0.41,2.0,0.47,1.77,0.33,0.55,2.6,3.2,0.4,3.82,0.46,1.11,0.28,0.65,0.6,1517.7160511393624,1469.837020122773
595,0,4,2,3.41,0.44,3.04,0.59,0.0,0.0,0.65,0.3,7.36,0.59,7.96,0.61,2.33,0.46,1.0,0.3,1499.1928756053328,1532.80985900009
596,1,5,12,2.68,0.53,1.43,0.64,2.22,0.37,0.0,4.8,2.94,0.38,3.68,0.46,2.0,0.47,0.75,0.4,1548.1118021794528,1495.816509863885
597,1,1,6,2.5,0.41,4.12,0.53,1.34,0.35,0.53,1.2,2.37,0.42,3.34,0.36,0.91,1.0,0.0,0.0,1539.8682375440349,1485.1113554262845
598,0,6,0,2.62,0.48,3.97,0.46,2.62,0.8,0.9,0.0,3.11,0.46,2.76,0.53,0.68,0.3,0.38,0.5,1466.5014415724618,1481.6323429470997
599,1,6,0,6.7,0.61,3.48,0.6,0.29,0.42,0.61,0.3,4.27,0.49,5.37,0.5,0.51,0.39,0.72,0.8,1619.5507812305807,1580.555686434945
600,1,1,6,5.3,0.5,4.33,0.52,1.24,0.36,0.64,1.3,5.17,0.53,4.98,0.41,3.97,0.37,0.68,1.2,1654.7927553436607,1541.1478806110574
601,0,6,8,4.19,0.5,3.1,0.5,0.77,0.37,0.54,0.6,2.53,0.62,1.78,0.55,0.3,0.2,0.63,0.0,1581.99348912664,1506.254285233689
602,0,1,8,3.17,0.48,3.57,0.52,2.1,0.37,0.53,0.5,6.74,0.53,4.27,0.66,0.21,0.16,0.7,0.2,1562.2357572275914,1612.868655386364
603,1,6,0,5.11,0.54,4.13,0.58,1.61,0.49,0.84,0.1,4.58,0.43,4.0,0.55,0.61,0.38,0.73,0.1,1586.7208896657503,1597.9296026299885
