,winner,method,weightclass,red_slpm,red_str_acc,red_sapm,red_str_def,red_td_avg,red_td_acc,red_td_def,red_sub_avg,blue_slpm,blue_str_acc,blue_sapm,blue_str_def,blue_td_avg,blue_td_acc,blue_td_def,blue_sub_avg,red_fighter_elo,blue_fighter_elo
5660,1,7,7,3.42,0.43,3.28,0.55,0.71,0.26,0.81,0.0,,,,,,,,,1557.172634218966,1485.782200728471
5661,1,1,7,2.21,0.5,2.72,0.46,2.83,0.5,0.57,0.4,2.8,0.55,3.15,0.48,3.47,0.57,0.5,1.3,1479.8672625481563,1469.7035393555248
5662,0,1,8,2.68,0.42,3.32,0.51,2.14,0.26,0.27,1.0,2.7,0.42,3.63,0.52,1.36,0.66,0.5,0.7,1486.0636675021708,1469.5749764238108
5663,1,6,2,3.4,0.38,3.34,0.51,2.87,0.34,0.56,1.1,2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6,1564.0973775136438,1473.022127553883
5664,0,5,8,2.75,0.48,3.11,0.49,0.41,1.0,0.66,0.8,1.28,0.42,1.56,0.48,2.36,0.63,0.37,2.8,1487.7445084974806,1503.0751238647938
5665,1,7,8,2.96,0.35,2.91,0.55,0.62,0.28,0.66,0.6,,,,,,,,,1526.3308614605396,1483.2976013366472
5666,0,5,5,3.57,0.5,2.79,0.54,2.01,0.48,0.49,0.7,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,1492.6486068824595,1497.89997292075
5667,0,1,4,3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,1568.7724316877263,1514.97819091457
5668,1,6,0,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8,2.72,0.45,2.79,0.49,1.44,0.62,0.6,0.8,1569.2716229167634,1528.7721401857436
5669,1,1,8,3.76,0.55,2.92,0.55,1.68,0.46,0.63,1.3,2.74,0.45,2.84,0.6,1.8,0.35,0.7,1.5,1523.4975657253435,1508.2104017438733
5670,0,4,7,3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1,2.15,0.5,3.08,0.51,2.7,0.49,0.53,0.4,1548.330189851573,1482.1801305929844
5671,0,6,6,2.84,0.39,5.39,0.54,2.39,0.45,0.54,2.0,4.23,0.39,3.8,0.58,0.61,0.4,0.81,0.0,1501.1305407228615,1515.6269490196685
5672,0,5,0,3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,1478.230244271081,1542.8864612448322
5673,1,6,2,5.32,0.49,4.66,0.54,0.67,0.55,0.66,0.1,7.16,0.47,4.76,0.59,0.25,0.53,0.83,0.3,1616.159379196436,1665.1707854938722
5674,0,1,2,2.98,0.44,2.45,0.6,3.23,0.4,0.66,0.6,3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6,1489.4737182438605,1508.057533294863
5675,1,6,2,2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6,2.85,0.49,3.26,0.45,1.42,0.24,0.54,1.5,1528.764867121509,1463.7318633205434
5676,1,6,2,2.13,0.41,2.83,0.55,3.26,0.34,0.69,0.7,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,1485.9780725737692,1466.9050399901507
5677,0,1,5,5.61,0.59,5.44,0.45,1.67,0.28,0.0,1.7,3.03,0.47,3.33,0.47,1.09,0.36,0.67,0.5,1466.7844714496598,1539.5596550818386
5678,0,5,6,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1,4.13,0.39,3.31,0.6,0.26,0.33,0.57,0.7,1497.4181183636183,1564.0669159266454
5679,1,1,2,3.62,0.46,3.72,0.6,0.49,0.53,0.92,0.1,3.93,0.41,4.52,0.52,0.7,0.44,0.72,0.6,1592.5415843012825,1549.6005224460496
5680,0,6,5,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,1496.1183241281483,1563.70784813843
5681,1,5,7,1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,1540.1737033746265,1571.2186919455112
5682,1,6,7,2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1,4.01,0.44,4.41,0.5,0.15,0.07,0.43,0.0,1539.886302520964,1458.528359756546
5683,1,1,3,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,3.2,0.53,3.98,0.52,2.32,0.27,0.33,2.3,1557.087701517266,1469.3826933673108
5684,0,1,5,2.14,0.24,3.97,0.68,1.55,0.44,0.66,0.8,2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1,1488.9604595538913,1504.0683777839097
5685,1,1,9,4.55,0.51,2.62,0.57,2.73,0.54,0.82,0.7,1.6,0.5,2.89,0.28,0.0,0.0,0.2,0.0,1647.8731790013271,1468.736306793522
5686,1,5,8,2.42,0.42,3.73,0.59,1.2,0.38,0.75,0.4,3.43,0.46,2.48,0.51,2.12,0.38,0.53,0.2,1537.4023532743972,1589.129414892279
5687,1,6,3,3.59,0.39,3.25,0.67,2.08,0.3,0.88,0.0,3.0,0.3,6.1,0.57,1.66,0.23,0.83,0.0,1490.5830962352256,1453.8895043364378
5688,1,6,2,1.71,0.38,2.08,0.5,2.73,0.3,0.29,1.8,1.6,0.64,2.87,0.5,2.0,0.66,0.75,0.0,1525.1743156688844,1470.07087928484
5689,0,6,5,1.03,0.22,1.8,0.52,0.0,0.0,0.42,0.0,2.77,0.52,3.07,0.59,2.22,0.24,0.83,0.0,1467.42861736408,1495.1632735912578
5690,1,1,8,3.26,0.42,2.77,0.63,1.93,0.5,0.66,0.3,1.42,0.21,4.4,0.47,1.6,0.33,0.14,0.0,1529.8422032956453,1468.736306793522
5691,1,5,3,3.43,0.54,1.66,0.67,3.35,0.56,0.65,0.5,2.57,0.43,2.55,0.56,0.62,0.23,0.44,1.1,1668.039559983795,1533.8880363189955
5692,1,6,8,3.75,0.42,2.8,0.62,1.77,0.47,0.88,0.4,2.47,0.39,2.83,0.6,2.04,0.47,0.86,0.4,1560.286783100968,1469.9348050737915
5693,1,1,8,3.85,0.47,4.67,0.59,0.65,0.64,0.65,0.0,4.01,0.35,5.84,0.42,1.04,0.5,0.66,0.0,1551.8331710401758,1438.391438418525
5694,1,1,9,2.78,0.54,2.51,0.61,2.57,0.51,0.65,0.3,6.44,0.5,5.51,0.54,2.23,0.54,0.72,0.3,1502.7824611761068,1513.1791274056682
5695,0,5,6,1.81,0.39,1.66,0.54,3.3,0.48,0.61,1.1,4.05,0.47,3.05,0.64,1.38,0.59,0.72,0.3,1544.5741202296078,1546.8773191624994
5696,1,6,6,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2,5.04,0.49,3.65,0.6,1.14,0.4,0.64,0.2,1494.6327506421535,1499.9727640304468
5697,0,1,6,3.39,0.48,3.44,0.57,1.2,0.37,0.46,0.6,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2,1455.40079332197,1509.0428535805888
5698,0,4,6,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2,1463.87084170705,1490.4389971260473
5699,1,4,7,3.31,0.48,3.71,0.42,1.96,0.47,0.59,1.0,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7,1542.3198259019966,1491.4983848626796
5700,0,4,9,2.9,0.36,3.18,0.46,1.14,0.23,0.78,0.0,2.57,0.46,2.0,0.65,0.0,0.0,0.65,0.4,1468.736306793522,1533.7531309908725
5701,0,4,6,3.45,0.34,3.78,0.61,1.18,0.34,0.6,0.1,3.42,0.43,2.96,0.68,2.43,0.2,0.0,0.0,1484.0,1483.2195160600702
5702,0,5,0,3.05,0.49,2.82,0.35,0.0,0.0,0.5,6.1,1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4,1454.0198872786646,1484.6061165351866
5703,0,1,7,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8,3.11,0.45,3.37,0.51,3.27,0.42,0.72,0.8,1502.0357283726614,1572.6081070369205
5704,1,6,2,3.77,0.4,2.82,0.65,2.29,0.31,0.65,0.3,3.4,0.55,3.21,0.49,2.25,0.4,0.56,2.7,1568.2719761792766,1531.751093206231
5705,1,6,7,2.78,0.47,1.84,0.62,2.58,0.35,0.7,0.7,1.78,0.35,1.79,0.61,1.87,0.53,0.6,1.9,1519.0746529907678,1484.0
5706,1,6,7,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8,1523.9298064840175,1515.6710267322767
5707,1,1,2,4.79,0.51,4.0,0.59,1.01,0.5,0.63,0.4,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,1576.5231835080765,1537.6705826859295
5708,0,4,7,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8,2.39,0.4,3.01,0.5,0.53,0.37,0.72,0.0,1466.1540268774434,1500.2528385187009
5709,1,6,6,3.06,0.35,2.88,0.64,1.98,0.26,0.77,0.0,2.26,0.41,3.63,0.53,2.0,0.38,0.78,0.0,1527.2418396556736,1468.7950600411289
5710,1,1,4,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1,4.98,0.6,3.78,0.48,1.49,1.0,0.58,0.0,1479.47233460983,1453.2153701594991
5711,1,1,6,4.11,0.44,4.65,0.56,0.45,0.5,0.72,0.1,2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6,1564.010233765801,1446.5034954227588
5712,0,1,8,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8,4.18,0.49,3.64,0.64,2.02,1.0,0.66,0.0,1478.7012274879974,1501.3923037688417
5713,1,1,8,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2,1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0,1547.1427985295115,1457.955008951762
5714,1,4,5,2.14,0.37,2.42,0.63,2.98,0.44,0.73,0.0,2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3,1502.4099247073743,1473.8622756854174
5715,0,6,4,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,4.67,0.52,4.01,0.52,1.74,0.34,0.65,0.0,1480.6641726524465,1623.1602764733643
5716,1,6,5,3.12,0.66,2.77,0.46,0.45,0.28,0.87,0.0,2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2,1489.123781428026,1462.2461828095245
5717,1,6,9,4.63,0.49,4.45,0.54,0.95,0.44,0.34,0.7,3.31,0.39,7.42,0.41,0.75,0.1,0.8,0.0,1552.048646941934,1467.9660918698307
5718,0,1,4,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2,2.87,0.5,3.3,0.47,1.97,0.38,0.76,0.1,1460.0780040730183,1529.641521599105
5719,1,4,8,2.45,0.36,1.8,0.56,2.83,0.29,0.35,1.2,2.36,0.48,2.76,0.54,1.06,0.4,0.87,0.4,1518.869281808902,1561.5281823733085
5720,0,5,6,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1,4.79,0.49,4.11,0.61,0.96,0.18,0.59,0.9,1482.1924012288555,1533.823628228483
5721,1,2,8,3.84,0.39,3.73,0.64,0.39,0.18,0.66,0.4,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,1533.8789956416406,1490.0133762845005
5722,1,6,0,2.28,0.44,4.32,0.4,2.51,0.34,0.42,1.6,2.57,0.39,3.06,0.51,0.2,1.0,0.37,0.6,1494.58392936393,1470.163241082656
5723,1,6,6,2.35,0.34,3.27,0.47,0.64,0.15,0.5,0.4,1.41,0.41,2.44,0.65,2.8,0.46,0.77,1.1,1458.3966176503986,1482.3795427220532
5724,1,4,0,3.06,0.41,2.93,0.62,1.94,0.6,0.82,0.1,1.65,0.53,2.96,0.41,1.03,0.44,0.55,2.6,1494.7022110566656,1441.012604302851
5725,0,7,4,,,,,,,,,3.59,0.52,2.64,0.55,1.75,0.31,0.31,1.2,1472.429567816708,1582.1850075926352
5726,0,7,8,,,,,,,,,2.82,0.46,3.4,0.54,0.88,0.25,0.86,0.2,1469.4311686977676,1516.0
5727,1,7,5,3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7,,,,,,,,,1519.3969586625126,1458.8090451666417
5728,1,5,8,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4,1.28,0.42,1.56,0.48,2.36,0.63,0.37,2.8,1484.9842115201857,1503.0751238647938
5729,1,5,7,2.23,0.46,3.1,0.58,0.36,0.07,0.53,0.7,1.71,0.33,3.43,0.11,0.0,0.0,0.0,0.0,1485.942560158744,1483.2651169490623
5730,1,5,2,2.04,0.44,3.14,0.53,0.59,0.3,0.36,0.8,2.35,0.38,3.7,0.35,0.92,0.14,0.55,0.9,1498.906705789739,1502.0466399733668
5731,1,5,0,3.22,0.42,2.5,0.66,1.65,0.39,0.78,0.2,3.47,0.47,2.07,0.7,0.81,0.33,0.72,1.0,1550.4296491877408,1485.234403331265
5732,0,1,2,2.32,0.38,3.23,0.47,0.37,0.07,0.35,1.5,2.37,0.45,2.66,0.64,0.93,0.47,0.41,0.7,1491.5148455476815,1483.348910286718
5733,1,6,8,1.93,0.38,2.63,0.5,2.0,0.68,0.81,0.9,2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4,1510.8411277531393,1501.410410847892
5734,1,4,2,3.5,0.36,5.61,0.57,0.44,0.16,0.8,0.3,3.36,0.4,3.5,0.54,1.36,0.5,0.58,0.1,1514.6199032146912,1471.3157610345436
5735,1,5,7,2.27,0.4,2.78,0.56,1.05,0.15,0.58,1.6,1.67,0.44,2.13,0.37,1.93,0.25,0.31,1.7,1514.8451666615567,1470.0700609648409
5736,1,5,7,1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5,3.19,0.49,5.04,0.44,0.44,0.22,0.5,0.6,1486.1020658909183,1518.469533754841
5737,1,1,4,6.37,0.57,2.33,0.57,5.13,0.45,0.85,0.4,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8,1554.8611812842594,1448.1742684427354
5738,1,1,4,4.49,0.47,3.33,0.56,0.3,0.5,0.81,0.1,2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2,1536.3634674438704,1504.831689317797
5739,1,5,5,3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9,4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2,1613.8125654713406,1494.7379503329294
5740,0,1,6,1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7,3.95,0.54,3.21,0.56,1.63,0.43,0.36,0.6,1445.5777689191807,1564.916131875617
5741,1,6,6,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2,3.68,0.35,3.78,0.65,0.08,0.2,0.68,0.0,1632.212966789923,1484.9992700885994
5742,1,4,8,2.74,0.45,2.84,0.6,1.8,0.35,0.7,1.5,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,1508.2104017438733,1557.674118111552
5743,1,4,2,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1,7.16,0.47,4.76,0.59,0.25,0.53,0.83,0.3,1517.8264728437534,1665.1707854938722
5744,0,1,8,1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4,4.54,0.43,3.41,0.59,0.8,0.38,0.81,0.0,1500.0,1515.7517628109983
5745,1,6,6,4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8,2.65,0.41,2.31,0.59,2.18,0.45,0.4,0.4,1681.4957612040164,1529.7999534997882
5746,1,6,8,4.11,0.46,3.02,0.55,0.25,0.41,0.63,0.0,4.83,0.47,3.45,0.56,0.0,0.0,0.52,0.3,1555.4187910563408,1499.1781862123123
5747,0,1,0,2.36,0.26,2.98,0.64,1.39,0.7,0.54,1.4,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1,1497.1342009234656,1474.397776144626
5748,1,6,2,3.15,0.4,3.14,0.58,1.11,0.38,0.62,0.4,4.25,0.42,3.58,0.57,0.36,1.0,0.6,0.4,1492.838209814453,1454.0523406479117
5749,1,1,7,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6,4.1,0.49,2.68,0.53,0.7,0.29,0.65,1.0,1518.477690132528,1543.6834832394509
5750,1,5,7,2.53,0.47,2.83,0.62,2.57,0.39,0.57,1.3,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,1527.8007932516175,1480.2516783502883
5751,1,6,6,3.48,0.47,3.23,0.6,1.95,0.35,0.54,0.6,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1.0,1582.3423312920588,1517.3679378448626
5752,1,6,7,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5,0.83,0.36,2.6,0.48,0.5,0.05,0.5,1.0,1521.2502429982508,1484.796521605963
5753,0,6,2,2.08,0.41,3.31,0.55,2.5,0.39,0.76,0.5,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2,1493.6125073171518,1533.272686421706
5754,1,5,6,3.13,0.45,2.67,0.6,0.98,0.42,0.6,0.5,1.68,0.39,2.99,0.53,2.58,0.27,0.0,1.0,1623.523331187246,1469.985361281725
5755,1,5,6,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,2.65,0.49,2.29,0.73,1.82,0.31,0.78,0.4,1512.8320809616168,1485.8931622635605
5756,1,6,8,1.71,0.39,1.99,0.63,1.42,0.31,0.63,1.2,2.38,0.47,2.51,0.57,3.94,0.36,0.47,0.6,1431.1203200201926,1486.8123743951917
5757,1,1,0,2.72,0.45,2.79,0.49,1.44,0.62,0.6,0.8,3.0,0.3,6.1,0.57,1.66,0.23,0.83,0.0,1528.7721401857436,1484.607172281562
5758,1,6,5,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6,1.83,0.47,6.47,0.34,1.0,0.28,0.3,0.0,1517.7057859318531,1467.310529329165
5759,1,1,3,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,1.24,0.21,4.75,0.53,1.69,0.25,0.0,0.0,1557.087701517266,1470.0448331458824
5760,1,6,3,1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,1538.6647485071433,1506.6631589255453
5761,1,1,6,2.87,0.35,4.14,0.6,0.0,0.0,0.76,0.5,4.87,0.48,5.75,0.57,2.49,0.33,0.0,0.0,1501.8207386799352,1468.0878949423584
5762,1,1,5,4.38,0.58,2.24,0.64,1.89,0.45,0.95,0.5,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,1720.4714168485311,1497.89997292075
5763,1,6,7,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9,1574.3111964244913,1515.5894727061373
5764,1,1,4,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,3.33,0.56,1.28,0.54,2.3,0.56,0.52,0.2,1480.6641726524465,1529.170547237773
5765,1,6,5,2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,2.14,0.24,3.97,0.68,1.55,0.44,0.66,0.8,1563.70784813843,1488.9604595538913
5766,1,1,6,1.98,0.34,2.16,0.65,3.95,0.41,0.61,0.1,4.36,0.37,5.67,0.47,0.33,0.5,0.73,0.7,1587.092783551832,1455.6276960123946
5767,0,2,5,4.38,0.44,5.47,0.55,0.45,0.23,0.83,0.0,3.03,0.47,3.33,0.47,1.09,0.36,0.67,0.5,1491.716103004381,1539.5596550818386
5768,1,1,9,2.26,0.46,1.92,0.47,4.38,0.65,0.5,0.5,1.6,0.5,2.89,0.28,0.0,0.0,0.2,0.0,1521.9286114983288,1468.736306793522
5769,1,5,0,2.53,0.34,3.61,0.54,2.57,0.25,0.8,0.8,4.53,0.5,1.75,0.63,1.83,0.62,0.62,0.0,1530.9823632672717,1483.02304473885
5770,0,6,2,2.77,0.24,4.79,0.52,0.3,0.26,0.42,0.5,1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5,1437.8038084537118,1499.3370218950256
5771,1,6,2,3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6,4.65,0.45,4.3,0.49,0.66,0.33,0.39,0.8,1508.057533294863,1456.8097813890067
5772,1,4,6,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8,3.44,0.33,2.53,0.63,1.64,0.41,0.71,0.2,1582.8701751516776,1465.0784587568232
5773,0,6,4,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0,4.25,0.52,2.92,0.54,1.83,0.44,0.8,0.4,1476.3737375309731,1547.210370140597
5774,0,1,6,4.57,0.45,3.77,0.52,1.05,0.3,0.41,1.3,2.59,0.47,2.12,0.64,1.92,0.39,0.54,1.3,1536.60287041152,1479.8757054399075
5775,1,1,8,3.76,0.55,2.92,0.55,1.68,0.46,0.63,1.3,3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2,1523.4975657253435,1519.4022212188574
5776,1,1,2,2.78,0.49,2.35,0.67,4.13,0.55,1.0,0.3,3.4,0.38,3.34,0.51,2.87,0.34,0.56,1.1,1561.2837701411086,1564.0973775136438
5777,1,6,7,2.22,0.42,1.64,0.59,1.79,0.36,0.73,0.6,3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1,1536.3798507177612,1463.7353092337407
5778,0,1,6,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1,2.94,0.42,2.16,0.66,2.16,0.55,0.5,0.3,1497.4181183636183,1574.2175658088522
5779,1,1,3,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6,1.34,0.39,2.21,0.66,1.42,0.33,0.35,0.7,1596.821039773344,1498.4401860949642
5780,0,6,6,5.04,0.49,3.65,0.6,1.14,0.4,0.64,0.2,4.05,0.47,3.05,0.64,1.38,0.59,0.72,0.3,1499.9727640304468,1546.8773191624994
5781,1,1,0,5.09,0.41,3.47,0.62,1.56,0.3,0.77,0.8,3.05,0.38,3.2,0.57,0.22,0.06,0.5,0.0,1636.9637024013653,1495.9048393233827
5782,1,1,6,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2,3.9,0.47,3.86,0.51,3.09,0.43,0.27,0.9,1473.5552190044557,1468.250873117741
5783,0,1,7,1.94,0.33,2.49,0.58,1.94,1.0,0.6,0.0,3.44,0.49,3.05,0.6,1.57,0.3,0.78,0.0,1484.7667377803702,1575.9477716726706
5784,1,5,0,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7,1569.2716229167634,1466.003637066469
5785,0,4,7,3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1,3.74,0.42,3.48,0.57,1.1,0.34,0.59,0.1,1548.330189851573,1548.918641127935
5786,0,1,9,2.62,0.44,3.05,0.51,1.97,0.3,0.56,1.2,2.57,0.61,1.63,0.47,2.77,0.65,0.42,0.8,1517.671163259358,1507.8740713032553
5787,1,1,4,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1,1514.97819091457,1479.47233460983
5788,1,7,7,,,,,,,,,1.09,0.41,2.73,0.35,3.51,0.6,0.0,1.2,1485.782200728471,1484.0
5789,1,1,7,2.08,0.52,2.47,0.34,1.09,0.33,0.33,0.4,2.27,0.53,3.76,0.46,0.79,0.22,0.27,0.4,1513.5474668511729,1474.0395441689475
5790,1,6,7,4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4,6.33,0.44,7.53,0.51,2.0,0.16,0.5,0.0,1495.5116938186145,1484.0
5791,1,1,7,2.21,0.5,2.72,0.46,2.83,0.5,0.57,0.4,2.08,0.7,5.94,0.16,4.46,0.25,0.0,0.0,1479.8672625481563,1484.0
5792,0,1,7,1.42,0.21,4.4,0.47,1.6,0.33,0.14,0.0,3.36,0.42,3.44,0.56,1.02,0.35,0.6,0.0,1484.0,1525.6667628980435
5793,1,5,2,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,2.67,0.32,3.97,0.57,0.65,0.31,0.53,0.5,1466.9050399901507,1466.8253346542974
5794,0,6,2,2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3,1470.724106984338,1488.872314515178
5795,0,5,2,3.84,0.35,2.83,0.67,0.72,0.28,0.73,0.0,2.85,0.49,3.26,0.45,1.42,0.24,0.54,1.5,1483.225196851368,1463.7318633205434
5796,1,6,5,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1,2.05,0.45,2.93,0.56,2.11,0.35,1.0,0.3,1516.0,1530.9614599046863
5797,0,1,6,3.54,0.45,2.87,0.54,1.55,0.29,0.46,1.3,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0.0,1468.7022619003235,1466.7033167755928
5798,1,1,4,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7,2.3,0.47,3.0,0.37,3.29,0.42,1.0,0.6,1535.1511812302494,1483.081782010123
5799,1,4,0,3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4,3.51,0.37,4.28,0.61,0.75,0.22,0.66,0.0,1478.230244271081,1482.7513381227377
5800,1,5,2,2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6,3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3,1528.764867121509,1496.622287579061
5801,1,6,2,3.25,0.45,4.91,0.5,0.7,0.28,0.86,0.0,3.76,0.44,2.97,0.53,0.59,0.66,0.65,0.0,1498.8271321559605,1511.9923121635711
5802,1,5,6,2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5,4.23,0.39,3.8,0.58,0.61,0.4,0.81,0.0,1486.2833853044012,1515.6269490196685
5803,1,5,7,1.16,0.46,3.26,0.32,0.62,0.07,0.66,0.3,1.91,0.42,2.61,0.51,3.92,0.75,0.5,1.3,1468.852348703782,1484.0
5804,0,6,8,1.83,0.36,1.95,0.6,0.0,0.0,0.5,0.9,3.29,0.47,0.82,0.78,5.84,0.56,1.0,0.0,1484.0,1532.759495962802
5805,0,1,2,3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0,5.32,0.49,4.66,0.54,0.67,0.55,0.66,0.1,1529.038850761917,1616.159379196436
5806,0,7,8,,,,,,,,,2.89,0.4,1.86,0.63,2.13,0.44,0.58,0.2,1483.2976013366472,1554.3417793680703
5807,0,5,7,3.28,0.54,3.62,0.54,2.3,0.55,0.79,0.0,2.5,0.42,2.41,0.6,2.46,0.32,0.57,1.4,1468.12387241311,1504.137047474251
5808,1,4,8,2.8,0.55,3.15,0.48,3.47,0.57,0.5,1.3,3.14,0.53,3.98,0.38,1.33,0.66,0.5,0.0,1484.245236860901,1467.2400412148113
5809,1,6,8,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,5.71,0.42,3.84,0.59,1.28,0.32,0.6,1.0,1594.4099049062415,1487.765648062781
5810,0,6,8,3.66,0.39,2.67,0.55,0.59,0.46,0.38,1.0,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,1495.302087874452,1550.6955768250878
5811,1,1,8,2.47,0.39,2.83,0.6,2.04,0.47,0.86,0.4,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,1469.9348050737915,1487.902915183134
5812,0,4,7,3.52,0.42,3.48,0.62,1.36,0.36,0.52,0.3,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,1499.094875206285,1480.2516783502883
5813,1,6,6,1.8,0.32,1.64,0.65,0.67,1.0,0.54,0.0,3.1,0.34,2.97,0.62,0.0,0.0,0.27,0.0,1486.2377994573778,1468.0
5814,1,6,8,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,4.01,0.35,5.84,0.42,1.04,0.5,0.66,0.0,1510.205428875454,1438.391438418525
