fighter_name,elo,fights,wins,win_ratio
Jesse Taylor,1531.1659968441816,1,1,1.0
Antonio Carlos Junior,1540.170494335417,11,6,0.5454545454545454
Bubba Bush,1461.6,1,0,0.0
Cody Garbrandt,1605.8577952324265,15,9,0.6
Paul Taylor,1512.9497679518342,2,1,0.5
Yoshiyuki Yoshida,1471.2,1,0,0.0
Rin Nakai,1439.6752741487683,2,0,0.0
Bobby Nash,1415.854494572542,3,0,0.0
Takeya Mizugaki,1507.454402090356,14,8,0.5714285714285714
Adam Cella,1458.720673722311,1,0,0.0
Manny Bermudez,1516.1566366067143,5,3,0.6
Josh Shockley,1433.3775150641507,2,0,0.0
Allan Zuniga,1474.4,1,0,0.0
JeongYeong Lee,1505.0387378646453,3,2,0.6666666666666666
Kendall Grove,1426.469439375902,4,1,0.25
Edgar Garcia,1420.1085698469453,2,0,0.0
Eddie Yagin,1493.6402378197672,2,1,0.5
Jeka Saragih,1457.465186661534,3,1,0.3333333333333333
Dylan Andrews,1459.988550145826,5,2,0.4
Dustin Jacoby,1570.6640907282406,14,8,0.5714285714285714
Lina Lansberg,1438.2041612094945,11,4,0.36363636363636365
TJ Laramie,1439.9468964058485,2,0,0.0
Roman Bogatov,1483.8873351114416,1,0,0.0
Eric McConico,1475.5634848274892,1,0,0.0
Bartosz Fabinski,1484.131385537218,6,3,0.5
Rafael Estevam,1559.306928092084,2,2,1.0
Justine Kish,1486.3093746635889,7,3,0.42857142857142855
Molly McCann,1478.604584588471,14,7,0.5
Alexander Gustafsson,1550.2637353032271,17,9,0.5294117647058824
Billy Elekana,1475.2131770045596,1,0,0.0
Rafael Natal,1508.1437062548357,16,9,0.5625
Tucker Lutz,1440.7113481504477,4,1,0.25
Fernando Padilla,1514.1819744666363,4,2,0.5
Mick Parkin,1581.914723090613,5,4,0.8
Jinh Yu Frey,1411.2356781763492,8,2,0.25
Arman Tsarukyan,1709.1394619672144,10,8,0.8
Chris Gruetzemacher,1469.8757624423417,7,3,0.42857142857142855
Ravena Oliveira,1474.1339704084508,1,0,0.0
Vanessa Demopoulos,1502.9750370047173,9,5,0.5555555555555556
Carlos Ulberg,1688.7067544594765,9,8,0.8888888888888888
Luke Jumeau,1500.8999071533924,4,2,0.5
Melinda Fabian,1477.261581113056,1,0,0.0
Ange Loosa,1499.4850943632332,4,2,0.5
Guto Inocente,1434.8184813022538,2,0,0.0
Ramazan Temirov,1569.2213249605204,2,2,1.0
Angela Hill,1535.3963038083602,27,13,0.48148148148148145
Max Holloway,1785.7870211686543,30,22,0.7333333333333333
Mike Pierce,1585.7002561669885,12,8,0.6666666666666666
Mackenzie Dern,1611.9555116222232,15,10,0.6666666666666666
Sasha Palatnikov,1448.4291598035054,3,1,0.3333333333333333
Claudio Ribeiro,1436.8137746176403,4,1,0.25
Ray Borg,1576.4473383699842,12,7,0.5833333333333334
Randy Couture,1488.7555915386315,2,1,0.5
Gabe Ruediger,1424.8080483602562,2,0,0.0
Ozzy Diaz,1497.6795207715027,2,1,0.5
Dooho Choi,1566.4311478413974,8,5,0.625
Joanne Calderwood,1508.8691540791917,13,7,0.5384615384615384
Leslie Smith,1523.3650754511477,7,4,0.5714285714285714
Ali Bagautinov,1550.6066000554124,7,4,0.5714285714285714
Tyson Nam,1491.4965381268285,8,3,0.375
Tyler Diamond,1474.4,1,0,0.0
Tim Boetsch,1517.6459624408942,20,10,0.5
Aaron Phillips,1387.5875038640781,4,0,0.0
Askar Askarov,1571.2038028336092,4,3,0.75
Kurt Pellegrino,1490.1197889149148,3,1,0.3333333333333333
Sheymon Moraes,1463.8954586076695,5,2,0.4
Harry Hunsucker,1396.7455874342677,3,0,0.0
Timur Valiev,1479.2685462783375,3,1,0.3333333333333333
Darrius Flowers,1410.576806298923,3,0,0.0
Joe Giannetti,1477.6,1,0,0.0
Riki Fukuda,1479.9352385731254,5,2,0.4
Danny Chavez,1465.2795019849777,3,1,0.3333333333333333
Marco Tulio,1551.5648545749023,2,2,1.0
Matt Brown,1564.9917086184726,25,13,0.52
Roman Salazar,1428.9603582157956,2,0,0.0
Daron Cruickshank,1474.4256494729248,12,6,0.5
Joanne Wood,1494.2195735351543,4,2,0.5
Juan Espino,1545.2675051226856,3,2,0.6666666666666666
Vinicius Salvador,1419.9099397255582,3,0,0.0
Russell Doane,1454.4426022323864,8,3,0.375
AJ Cunningham,1443.1173588308595,2,0,0.0
Marvin Vettori,1610.03314775213,15,9,0.6
Don'tale Mayes,1473.5818672455107,1,0,0.0
Emily Peters Kagan,1438.2036597104875,2,0,0.0
Germaine de Randamie,1602.1194858607605,9,6,0.6666666666666666
Jordan Rinaldi,1496.8170539635234,5,2,0.4
Fabricio Camoes,1411.4951171954085,5,1,0.2
Cristian Quinonez,1472.3854946759193,3,1,0.3333333333333333
David Onama,1627.051245459204,8,6,0.75
Cody Gibson,1447.157508231454,9,3,0.3333333333333333
AJ Dobson,1442.0600573250454,4,1,0.25
Jacare Souza,1572.7310831865543,17,9,0.5294117647058824
Nicolle Caliari,1468.8181327544894,1,0,0.0
Jaqueline Amorim,1609.112767163778,5,4,0.8
Salim Touahri,1439.5617447765533,3,0,0.0
Thiago Santos,1614.3974343395114,24,14,0.5833333333333334
Adam Milstead,1470.234527724312,3,1,0.3333333333333333
Jon Jones,1876.4618469282168,19,19,1.0
Cameron VanCamp,1426.546753986798,2,0,0.0
Dominique Steele,1428.2962973464714,5,1,0.2
Sako Chivitchian,1471.2,1,0,0.0
Mario Miranda,1457.6575334344031,4,1,0.25
Nate Maness,1567.168211993968,7,5,0.7142857142857143
Chance Rencountre,1514.1900665995024,4,2,0.5
Byron Bloodworth,1435.6668405512728,2,0,0.0
Jessica Andrade,1626.5263551958208,28,17,0.6071428571428571
Jordan Vucenic,1446.288577563127,2,0,0.0
Brian Ebersole,1550.6539144724923,8,5,0.625
Jesse Ronson,1421.001947511997,6,1,0.16666666666666666
Kevin Ferguson,1461.6,1,0,0.0
Mike Brown,1484.5512675486325,5,2,0.4
Joseph Sandoval,1427.4269273965592,2,0,0.0
Jumabieke Tuerxun,1401.839284767842,3,0,0.0
Kaan Ofli,1440.2065405223007,2,0,0.0
Tamdan McCrory,1475.298342013698,3,1,0.3333333333333333
BJ Penn,1372.0179482981348,10,1,0.1
Abus Magomedov,1586.0672817112234,6,4,0.6666666666666666
Aleksei Kunchenko,1501.8928187202237,4,2,0.5
Costas Philippou,1557.1219863847768,10,6,0.6
Andrei Arlovski,1490.6609478809944,27,13,0.48148148148148145
Sarah Kaufman,1469.4103929152764,3,1,0.3333333333333333
Daniel Spohn,1471.2,1,0,0.0
Mike Lullo,1435.9701955474193,2,0,0.0
Kevin Aguilar,1460.5492045789563,6,2,0.3333333333333333
Devin Clark,1453.5983104514228,17,8,0.47058823529411764
Evan Dunham,1497.0396613293217,17,8,0.47058823529411764
Chris Indich,1433.0632495725017,2,0,0.0
Peter Yan,1539.940137460235,1,1,1.0
Ricardo Romero,1459.6517964986338,3,1,0.3333333333333333
James Hammortree,1471.2,1,0,0.0
Pat Healy,1420.8253023947116,4,0,0.0
Scott Askham,1467.1509263102848,6,2,0.3333333333333333
Cain Velasquez,1629.7943115753176,9,6,0.6666666666666666
James Moontasri,1480.5673925502533,6,2,0.3333333333333333
Paulo Costa,1619.685302370507,10,6,0.6
Stevie Ray,1565.6681540374777,11,7,0.6363636363636364
Joshua Van,1592.565205308428,7,6,0.8571428571428571
Jose Ochoa,1471.2,1,0,0.0
Jeff Hougland,1470.3749894464477,3,1,0.3333333333333333
Andy Ogle,1389.0231867170257,6,1,0.16666666666666666
TJ Grant,1619.386579456804,8,6,0.75
Alex Morono,1572.394559921303,22,13,0.5909090909090909
Rayanne dos Santos,1456.6421836879094,2,0,0.0
Ludovit Klein,1609.33681115794,9,7,0.7777777777777778
Victor Martinez,1425.6828405369245,2,0,0.0
Tim Gorman,1450.8495261363328,2,0,0.0
Trey Ogden,1518.5819132561367,6,3,0.5
Antonio Silva,1414.7493832092323,10,3,0.3
Shamil Gamzatov,1485.3353636410093,2,1,0.5
Marc Diakiese,1515.489456891577,14,8,0.5714285714285714
Roman Kopylov,1588.6925833829232,9,6,0.6666666666666666
Tracy Cortez,1602.2099561450862,6,5,0.8333333333333334
Pat Schilling,1435.9758229940142,2,0,0.0
Trevor Peek,1472.7011237974843,5,2,0.4
Lyman Good,1545.247604245424,6,3,0.5
Lance Benoist,1502.5387480716754,4,2,0.5
Vicente Luque,1697.99269099327,21,15,0.7142857142857143
Kalinn Williams,1535.9917199580236,1,1,1.0
Micheal Gillmore,1424.7827748359061,2,0,0.0
Jose Delgado,1525.061048826413,1,1,1.0
Augusto Sakai,1520.1312849857295,9,5,0.5555555555555556
Elias Theodorou,1613.5276940685937,11,8,0.7272727272727273
Mike Easton,1490.0629729573193,7,3,0.42857142857142855
Umar Nurmagomedov,1669.7095588420539,7,6,0.8571428571428571
Nicolae Negumereanu,1543.5731762183418,6,4,0.6666666666666666
Carlo Prater,1467.1757495992222,3,1,0.3333333333333333
Bojan Velickovic,1490.1849048799907,5,2,0.4
Jake Hadley,1495.6196019016397,7,3,0.42857142857142855
Colton Smith,1426.7467499338516,4,1,0.25
John Castaneda,1538.5075552328567,8,4,0.5
Diego Rivas,1499.6345062451799,4,2,0.5
Benny Alloway,1469.0155699338654,3,1,0.3333333333333333
Daniel Rodriguez,1612.9295195319994,13,9,0.6923076923076923
Martin Day,1400.8359541644647,3,0,0.0
Cody Haddon,1525.8477791959726,1,1,1.0
Nick Aguirre,1433.9038498064863,2,0,0.0
Ryan MacDonald,1435.7448104270518,2,0,0.0
Manuel Rodriguez,1471.2,1,0,0.0
Leandro Silva,1502.6087022635631,7,3,0.42857142857142855
Bruno Souza,1444.7543965155255,2,0,0.0
Gadzhi Omargadzhiev,1443.737994569887,2,0,0.0
Elizabeth Phillips,1463.6353488441705,4,1,0.25
Arjan Bhullar,1547.0610542020227,4,3,0.75
Asu Almabayev,1585.5295397997468,5,4,0.8
John Lineker,1681.9542996317493,16,12,0.75
Cheyanne Buys,1509.0194958178574,2,1,0.5
Tim Elliott,1511.210506149849,20,9,0.45
Mitch Raposo,1442.9369735077373,2,0,0.0
Jesus Aguilar,1531.7729778339774,5,3,0.6
Lerone Murphy,1709.806611114176,8,8,1.0
Joey Gambino,1442.8605601514519,2,0,0.0
Petr Yan,1694.9633499853906,13,9,0.6923076923076923
Shayilan Nuerdanbieke,1479.102520439092,6,3,0.5
Mike Grundy,1459.3935301891754,4,1,0.25
Jon Delos Reyes,1431.434183709208,4,1,0.25
Damir Ismagulov,1582.5369557359115,7,5,0.7142857142857143
Jack Hermansson,1631.2527404755704,17,11,0.6470588235294118
Joachim Christensen,1467.0869439499631,3,1,0.3333333333333333
Yanal Ashmouz,1536.2591738448177,3,2,0.6666666666666666
Milton Vieira,1475.747436586825,1,0,0.0
Irina Alekseeva,1510.458368743916,2,1,0.5
Val Woodburn,1439.0780141973432,2,0,0.0
DaMarques Johnson,1448.9407055474733,8,3,0.375
Boston Salmon,1419.7949909852819,2,0,0.0
Talita Alencar,1523.4370616647045,3,2,0.6666666666666666
James Wilks,1499.802562820624,2,1,0.5
Ariane Lipski,1456.9887168406594,8,3,0.375
Cat Zingano,1501.4393982457402,7,3,0.42857142857142855
Brendan Allen,1676.000081260265,16,12,0.75
Renato Moicano,1678.6668947348728,18,12,0.6666666666666666
Santiago Ponzinibbio,1608.0905389496977,20,12,0.6
Manuel Torres,1593.9923698005846,5,4,0.8
Justin Edwards,1443.8875789368135,7,2,0.2857142857142857
Caludio Puelles,1525.4296671444476,1,1,1.0
Jocelyn Jones-Lybarger,1408.4029460250526,3,0,0.0
Jake Hecht,1473.7744672393953,3,1,0.3333333333333333
Jonny Parsons,1539.2895047206237,1,1,1.0
Charles Rosa,1451.367794270391,13,5,0.38461538461538464
Yusuke Kasuya,1438.1522717309676,2,0,0.0
Brian Houston,1443.9138203326197,2,0,0.0
Tony Gravely,1506.032577824406,8,4,0.5
Marcelo Golm,1434.5277400388463,4,1,0.25
Brian Stann,1530.7522831480821,7,4,0.5714285714285714
John Hathaway,1546.9772383384357,6,4,0.6666666666666666
Yair Rodriguez,1673.1060076398223,15,11,0.7333333333333333
Rob Emerson,1471.2,1,0,0.0
Montserrat Conejo,1495.6418469586076,2,1,0.5
Will Campuzano,1393.6266957788068,4,0,0.0
Austin Arnett,1442.6386230450191,4,1,0.25
Melsik Baghdasaryan,1517.658797201567,5,3,0.6
Jarred Brooks,1491.1750472068056,4,2,0.5
Nikita Krylov,1617.3992793270595,19,11,0.5789473684210527
Daniel Santos,1540.0208024473766,3,2,0.6666666666666666
Sergey Morozov,1515.677055509868,5,3,0.6
Ronda Rousey,1622.426556304149,8,6,0.75
Andre Winner,1436.2118861694805,4,1,0.25
David Michaud,1458.5193159651492,3,1,0.3333333333333333
Thiago Alves,1449.432001561052,15,6,0.4
Dustin Stoltzfus,1469.3433514871886,8,3,0.375
Zhang Mingyang,1604.4347434245772,3,3,1.0
Jimmy Quinlan,1461.6,1,0,0.0
Christos Giagos,1455.65478353132,14,6,0.42857142857142855
Justin Scoggins,1480.463935881159,9,4,0.4444444444444444
Misha Cirkunov,1486.7238656627487,13,6,0.46153846153846156
Erick Silva,1500.5089323496702,15,7,0.4666666666666667
Nazim Sadykhov,1598.329235468114,3,3,1.0
Davi Ramos,1568.9206722890347,7,4,0.5714285714285714
Khusein Askhabov,1468.8741958446437,1,0,0.0
Brandon Davis,1426.5796129259727,9,2,0.2222222222222222
Shi Ming,1538.4,1,1,1.0
Frank Camacho,1423.904657766902,7,2,0.2857142857142857
Ricky Simon,1608.5660791988987,14,9,0.6428571428571429
Todd Brown,1437.0269273965594,2,0,0.0
Jesse Butler,1443.7047204108844,2,0,0.0
Ben Nguyen,1538.033083671874,7,4,0.5714285714285714
Justin Tafa,1500.4376782974682,9,4,0.4444444444444444
Hernani Perpetuo,1451.2584325465832,2,0,0.0
Chanmi Jeon,1442.3982076576629,2,0,0.0
Sabah Homasi,1411.4037697050467,3,0,0.0
Gian Villante,1421.9459525906543,18,7,0.3888888888888889
Dileno Lopes,1448.507513435732,2,0,0.0
David Dvorak,1504.4036477490076,6,3,0.5
Li Jingliang,1566.407703662944,17,10,0.5882352941176471
Godofredo Pepey,1491.3282089172408,11,5,0.45454545454545453
Rong Zhu,1509.3496035113856,2,1,0.5
Bevon Lewis,1434.9529484259565,4,1,0.25
Mike Jackson,1463.7676518961957,4,2,0.5
Kwan Ho Kwak,1429.4142596274062,2,0,0.0
Hannah Cifers,1392.4511262872854,7,2,0.2857142857142857
Seth Baczynski,1474.5121486837752,11,5,0.45454545454545453
William Gomis,1579.0216239637357,5,4,0.8
Adam Wieczorek,1536.6109920691017,3,2,0.6666666666666666
Damian Grabowski,1406.2463973326621,3,0,0.0
Allen Crowder,1450.6598442817638,3,1,0.3333333333333333
Oban Elliott,1588.0103401696244,3,3,1.0
Tim Means,1500.1336085585015,29,15,0.5172413793103449
Gabriel Miranda,1435.561976108616,4,1,0.25
Roger Bowling,1427.4149789407209,2,0,0.0
Sarah Frota,1449.4808043325802,2,0,0.0
Mats Nilsson,1441.2022900369282,2,0,0.0
Liu Pingyuan,1483.6430549485526,4,2,0.5
Ali Qaisi,1468.9627465480835,1,0,0.0
Nate Diaz,1626.7615098285514,18,10,0.5555555555555556
Carlos Prates,1628.756097745231,5,4,0.8
Ian Entwistle,1467.1003726817496,3,1,0.3333333333333333
Felipe Silva,1461.1323111534198,3,1,0.3333333333333333
Igor Araujo,1489.4795100292279,4,2,0.5
Teemu Packalen,1443.2851162768677,4,1,0.25
Albert Duraev,1481.8589678322253,4,2,0.5
Makwan Amirkhani,1506.5585205786322,14,7,0.5
Yui Chul Nam,1476.9856822288077,3,1,0.3333333333333333
Damon Jackson,1517.7830834296367,12,6,0.5
Jay Hieron,1442.583476484247,2,0,0.0
Jordan Williams,1408.4312786528697,3,0,0.0
James Toney,1461.6,1,0,0.0
Rafael Cerqueira,1438.3694758585611,2,0,0.0
Wang Cong,1515.2756785074785,3,2,0.6666666666666666
Rafael Fiziev,1603.790641126757,10,6,0.6
Bubba McDaniel,1475.6781578035539,3,1,0.3333333333333333
Jennifer Maia,1550.434768703538,12,6,0.5
Willie Gates,1448.2789120646723,4,1,0.25
Su Mudaerji,1552.3609740629067,4,3,0.75
Genaro Valdez,1403.5454078309715,3,0,0.0
Malcolm Gordon,1419.4186110216676,7,2,0.2857142857142857
Magomed Bibulatov,1476.6922517648106,3,1,0.3333333333333333
Rogerio Nogueira,1497.3712325673196,12,5,0.4166666666666667
Elias Garcia,1431.1901820494845,2,0,0.0
Yohan Lainesse,1412.7881736212944,4,1,0.25
Jesse Strader,1431.4881191109912,2,0,0.0
Jared Hamman,1434.362650736466,6,2,0.3333333333333333
Caio Magalhaes,1559.8033805368548,7,4,0.5714285714285714
Sumudaerji,1440.5308800495307,4,1,0.25
Bea Malecki,1515.2749966734218,3,2,0.6666666666666666
Victor Hugo,1505.3837456727415,2,1,0.5
Andre Lima,1585.9790189456876,4,4,1.0
Martin Bravo,1430.568675162261,4,1,0.25
Istela Nunes,1360.0291907626063,5,0,0.0
Charles Byrd,1419.3479222062392,4,1,0.25
James Irvin,1427.4269273965592,2,0,0.0
Brian Kelleher,1467.4428198294088,17,8,0.47058823529411764
Tresean Gore,1487.2990787882204,5,2,0.4
Leonard Garcia,1389.3386112789851,6,1,0.16666666666666666
Azamat Bekoev,1560.884807185887,2,2,1.0
Humberto Brown,1471.2,1,0,0.0
Duda Santana,1461.6,1,0,0.0
Josh Koscheck,1440.9331562291227,9,3,0.3333333333333333
Carla Esparza,1566.9825030684515,15,9,0.6
Sirwan Kakai,1504.3018333551042,2,1,0.5
Veronica Macedo,1431.2597484879057,5,1,0.2
Shayna Baszler,1435.7774667423503,2,0,0.0
Donald Cerrone,1614.3333902391198,37,23,0.6216216216216216
Brunno Ferreira,1557.0469333020849,6,4,0.6666666666666666
Charalampos Grigoriou,1422.7261799289104,2,0,0.0
Jonavin Webb,1449.252546575618,2,0,0.0
Mohammad Yahya,1433.7159334651526,2,0,0.0
Luana Pinheiro,1465.5475616932695,6,3,0.5
Sam Sicilia,1441.0982482447653,12,5,0.4166666666666667
Elise Reed,1477.361339778283,8,4,0.5
Denys Bondar,1400.0309722644824,3,0,0.0
JP Buys,1372.6492025144025,4,0,0.0
Shanna Young,1445.6887027324706,4,1,0.25
Dylan Budka,1420.7847524435,3,0,0.0
Richardson Moreira,1442.6454923916585,2,0,0.0
Tito Ortiz,1416.7676936592204,5,1,0.2
Davey Grant,1565.9185736463776,13,7,0.5384615384615384
Jon Madsen,1543.7680197235122,4,3,0.75
Keita Nakamura,1512.3993684449072,8,4,0.5
Georges St-Pierre,1685.426737792183,7,7,1.0
Phil Rowe,1564.2262771824946,5,3,0.6
Anton Zafir,1434.069398198161,2,0,0.0
Andre Soukhamthath,1462.3797528975435,7,2,0.2857142857142857
Jay Perrin,1413.0175914316967,3,0,0.0
Rei Tsuruya,1502.3750276533615,2,1,0.5
Eddie Gordon,1439.1590403091163,4,1,0.25
Brandon Moreno,1682.8146531584814,16,11,0.6875
Jarjis Danho,1514.1647540009715,2,1,0.5
Tor Troeng,1460.2382142821018,4,1,0.25
Islam Makhachev,1870.8523761619062,17,16,0.9411764705882353
Djorden Santos,1468.3968704333354,1,0,0.0
Rostem Akman,1451.8965363117427,2,0,0.0
Chan Sung Jung,1622.3582513710928,12,7,0.5833333333333334
Brian Bowles,1475.4215629430776,4,2,0.5
Humberto Bandenay,1443.0169059866573,4,1,0.25
Keith Wisniewski,1417.656284326419,3,0,0.0
Kazuki Tokudome,1440.9682468427325,4,1,0.25
Michel Quinones,1437.173130746186,2,0,0.0
Shane Howell,1433.974995917561,2,0,0.0
Nasrat Haqparast,1627.902772197803,14,10,0.7142857142857143
Ryan Jimmo,1506.137905251764,7,3,0.42857142857142855
Gustavo Lopez,1478.8384483868938,3,1,0.3333333333333333
Dusko Todorovic,1434.0809003517872,8,3,0.375
Rodrigo Nascimento,1556.013427320093,8,5,0.625
Emily Whitmire,1412.4644697280348,6,2,0.3333333333333333
Walt Harris,1494.8734240839126,15,6,0.4
Yan Xiaonan,1608.10505361269,13,9,0.6923076923076923
Anthony Christodoulou,1431.3246292607384,2,0,0.0
Mayra Bueno Silva,1532.3575107937907,10,5,0.5
Barb Honchak,1430.9156073003035,2,0,0.0
Luke Barnatt,1525.5818192728875,6,3,0.5
Nina Ansaroff,1542.5215205969364,7,4,0.5714285714285714
Aleksei Oleinik,1537.7475987277467,17,9,0.5294117647058824
Dan Hooker,1645.7745666464277,22,14,0.6363636363636364
Kayla Harrison,1579.6093724684529,2,2,1.0
Pat Barry,1439.2784697764778,9,3,0.3333333333333333
Brendon Marotte,1428.4755296258031,2,0,0.0
Michelle Waterson-Gomez,1415.5586275527996,4,0,0.0
Diyar Nurgozhay,1467.5635730862382,1,0,0.0
Myktybek Orolbai,1555.8704107571837,3,2,0.6666666666666666
Cole Escovedo,1408.596652356603,3,0,0.0
Francis Ngannou,1796.9089918146017,14,12,0.8571428571428571
Marlon Moraes,1546.6459577588869,11,5,0.45454545454545453
Charles Oliveira,1754.7056673851914,33,23,0.696969696969697
Shunichi Shimizu,1458.2973257861574,1,0,0.0
Cortney Casey,1478.358355321065,15,6,0.4
Takashi Sato,1441.9194630267216,7,2,0.2857142857142857
Rodolfo Rubio,1471.2,1,0,0.0
Billy Ray Goff,1504.7976853502767,2,1,0.5
Victor Altamirano,1462.3582358460787,6,2,0.3333333333333333
Askar Mozharov,1466.8623080252978,1,0,0.0
Paddy Holohan,1511.8648395410762,5,3,0.6
Alexander Volkanovski,1759.505086608492,17,14,0.8235294117647058
Ivan Menjivar,1512.1405495283093,8,4,0.5
Josh Emmett,1649.8569288418832,15,10,0.6666666666666666
Israel Adesanya,1688.6083718266943,18,13,0.7222222222222222
Krzysztof Jotko,1571.6958312054037,16,10,0.625
Rolando Bedoya,1427.8876359867436,3,0,0.0
Francimar Barroso,1505.4340068863337,8,4,0.5
Deiveson Figueiredo,1709.583232177056,16,12,0.75
Rick Story,1591.8345434568132,16,10,0.625
Giga Chikadze,1626.9549867388505,11,8,0.7272727272727273
John Makdessi,1527.955259820778,20,11,0.55
Ricardo Abreu,1510.9329494220199,2,1,0.5
Josh Neer,1467.3853200567178,5,2,0.4
Chris Gutierrez,1655.5550121311394,13,10,0.7692307692307693
Tafon Nchukwi,1426.1111210840786,6,2,0.3333333333333333
Landon Quinones,1448.5182616706495,2,0,0.0
Rick Glenn,1510.2150504472165,6,3,0.5
Danny Silva,1553.650840409251,2,2,1.0
Jorge Masvidal,1646.7574932116372,22,12,0.5454545454545454
Mickey Gall,1469.9891972907667,13,6,0.46153846153846156
Deron Winn,1460.3122492545672,5,2,0.4
Chris de la Rocha,1431.4048163214145,4,1,0.25
Quinn Mulhern,1439.4136255827511,2,0,0.0
Tommy Hayden,1422.9331335978668,2,0,0.0
Joe Solecki,1546.9538671400132,9,5,0.5555555555555556
Kenny Florian,1515.3313087872452,4,2,0.5
Gilbert Burns,1676.2027503922154,23,15,0.6521739130434783
Jamall Emmers,1502.6170563553108,8,4,0.5
Kevin Croom,1444.8282074191363,4,1,0.25
Nate Landwehr,1529.7415809540923,9,5,0.5555555555555556
Michael McBride,1443.6221208841175,2,0,0.0
Ken Stone,1484.9227094974099,4,2,0.5
Gasan Umalatov,1448.4097186263261,4,1,0.25
Geane Herrera,1465.1413538430024,4,1,0.25
Pascal Krauss,1487.9199088652435,4,2,0.5
Sean Soriano,1352.198591542559,5,0,0.0
Claudia Gadelha,1543.184675861992,11,6,0.5454545454545454
John Dodson,1603.2900750469162,17,10,0.5882352941176471
Chuck Liddell,1461.6,1,0,0.0
Zelim Imadaev,1405.3553421053173,3,0,0.0
Fabio Cherant,1411.5627683933321,3,0,0.0
Andreas Stahl,1435.1580722118103,2,0,0.0
Gaston Bolanos,1481.8982608204233,4,2,0.5
Henry Cejudo,1671.420508135991,15,10,0.6666666666666666
Blood Diamond,1418.1092986489166,3,0,0.0
Miesha Tate,1523.549671843036,14,7,0.5
Michael McDonald,1576.5596141579967,9,6,0.6666666666666666
Rose Namajunas,1648.6148283861583,17,11,0.6470588235294118
Stanislav Nedkov,1457.1583539848973,3,1,0.3333333333333333
Jessica-Rose Clark,1447.2354149204782,9,4,0.4444444444444444
Travis Browne,1536.0041885142357,16,9,0.5625
Dakota Bush,1431.0728220420476,2,0,0.0
Chris Leben,1458.4025885945937,8,3,0.375
Louis Gaudinot,1454.9778771230438,4,1,0.25
Geoff Neal,1662.4298820422098,12,8,0.6666666666666666
Eric Schafer,1409.8632004233532,3,0,0.0
Mohammed Usman,1515.9755821150611,5,3,0.6
Alistair Overeem,1618.508728101415,20,12,0.6
Yves Jabouin,1456.268875602929,10,5,0.5
Luiz Cane,1441.2280618546702,4,1,0.25
Zviad Lazishvili,1473.8522365614685,1,0,0.0
Ian McCall,1493.7396249372794,5,2,0.4
Michel Prazeres,1592.0177568198767,14,10,0.7142857142857143
Justin Willis,1585.352474550028,5,4,0.8
Andrea Lee,1461.9076467755485,14,5,0.35714285714285715
Eric Wisely,1435.1243866197206,2,0,0.0
Mark Hominick,1424.5406545485673,5,1,0.2
Michihiro Omigawa,1421.9445162119011,5,1,0.2
Dominick Cruz,1628.4107377441621,10,7,0.7
Mark Eddiva,1443.6461297902742,4,1,0.25
Paul Craig,1540.3105749089445,18,9,0.5
Na Liang,1456.6661039104397,1,0,0.0
Jafel Filho,1548.042081160864,3,2,0.6666666666666666
Amir Sadollah,1474.1906925349522,7,3,0.42857142857142855
Amilcar Alves,1434.5407016902816,2,0,0.0
Danaa Batgerel,1541.7450885017277,3,2,0.6666666666666666
Kiefer Crosbie,1427.285672509296,2,0,0.0
Nandor Guelmino,1461.6,1,0,0.0
Larissa Pacheco,1427.220222052869,2,0,0.0
Josh Quinlan,1443.0275986798245,4,1,0.25
Brad Tavares,1583.9631189619806,26,16,0.6153846153846154
Laureano Staropoli,1447.1252464157828,6,2,0.3333333333333333
Marcus McGhee,1624.9089904230232,4,4,1.0
Jessamyn Duke,1429.0433853055818,4,1,0.25
Tina Lahdemaki,1471.2,1,0,0.0
Jhonata Diniz,1531.5045850162157,3,2,0.6666666666666666
Andre Muniz,1596.2227617143433,9,6,0.6666666666666666
Danny Barlow,1527.7595406343853,3,2,0.6666666666666666
Ryan LaFlare,1577.8972259017546,10,7,0.7
Patrick Williams,1438.8268732240172,4,1,0.25
Isaac Vallie-Flagg,1446.333365680473,4,1,0.25
Zachary Scroggin,1477.0491908449242,1,0,0.0
Reuben Duran,1446.91762647331,4,1,0.25
Mike Russow,1511.903736415838,5,3,0.6
Iasmin Lucindo,1573.3990311942805,6,4,0.6666666666666666
Shane Campbell,1408.657019125783,5,1,0.2
Viviane Araujo,1575.1471067566385,12,7,0.5833333333333334
Jessica Eye,1437.185096722373,15,5,0.3333333333333333
Tony Sims,1477.778370782964,3,1,0.3333333333333333
Liudvik Sholinian,1447.2283521196027,2,0,0.0
Vladimir Matyushenko,1494.9120399787412,6,3,0.5
Donny Walker,1431.7392387297216,2,0,0.0
Milana Dudieva,1451.2829825487488,3,1,0.3333333333333333
Ramazan Emeev,1542.4498160782582,8,5,0.625
Jamal Pogues,1494.6225066936522,4,2,0.5
Mike Rio,1428.8023033695504,4,1,0.25
Jeremy Stephens,1525.153410009687,26,11,0.4230769230769231
HyunSung Park,1568.0796057119828,2,2,1.0
Patrick Walsh,1500.7751799265766,2,1,0.5
Francisco Rivera,1490.7300919400088,10,4,0.4
Miles Johns,1547.9914952867803,9,6,0.6666666666666666
Ketlen Vieira,1575.7479291969782,12,8,0.6666666666666666
Gabe Green,1486.0436327610958,5,2,0.4
